slant_mean,slant_std,slant_entropy,space_mean,space_std,space_entropy,conc_mean,conc_std,conc_entropy,Label
57.05434783,9.875710355,2.691550708,64.33928571,10.99070514,3.984851675,13.49756944,5.045023686,3.679928027,1
87.77669903,4.987230371,1.793763375,55.48529412,15.01322226,4.27659464,13.07544822,3.326940494,3.59285099,1
89.37681159,1.703376436,0.61085322,52.07575758,10.20147138,4.068892747,20.10952994,6.834241262,4.108389996,0
104.4625,14.62783626,3.232603591,90.59574468,26.71015392,4.622264355,10.36469522,2.840684724,3.322180761,1
58.45454545,9.247738164,2.70473008,64.74576271,13.70957011,4.177088618,10.733567,3.650677499,3.740090268,0
92.04761905,4.221744811,1.710367219,64.18867925,13.87961258,4.023861929,13.30665934,3.744910593,3.61579796,0
99.57142857,8.726377247,2.429401287,102.2352941,36.93958408,3.494082674,11.34499853,2.954998481,2.652261579,1
68.76623377,13.31037688,2.891208181,73.89655172,35.24627134,4.879782512,13.1685623,5.197360131,3.885629762,0
116.6521739,11.83164032,2.712729623,75.75862069,15.602067,4.383727176,8.958509067,2.849942151,3.156938423,1
105.8875,11.20490267,2.828151351,47.30508475,15.05611452,4.511857261,11.11059938,3.853353781,3.282972628,0
77.08333333,5.021876744,1.895567364,41.53333333,11.72670267,3.968381952,14.04811133,4.837714808,3.809559977,0
90.71604938,2.445628844,0.521823149,67.36507937,27.307945,5.004875282,12.08828058,4.389575192,3.425633569,0
104.7234043,7.198410367,2.373359821,65.24561404,12.62590028,4.210014146,19.83513241,6.933735796,4.206506806,0
76.87628866,9.442454831,2.802280329,71.49275362,21.50606466,4.666602682,10.00598328,3.635089396,3.221481191,0
50.97350993,8.955332142,2.14564376,41.09090909,19.18916514,4.774444059,9.196355658,3.137034187,3.562141701,0
97.10666667,6.522930493,2.317808765,37.72727273,13.21769413,4.214234079,16.31340938,6.936441804,3.769229641,0
71.57692308,9.806485597,2.837602012,66.22807018,22.98284451,4.708371549,13.06269213,7.127574144,4.399644707,0
92.30612245,3.812996474,1.668990578,53.47368421,19.60093559,4.438514289,13.00886244,5.31492252,3.560642848,1
103.4761905,13.57525426,3.054227759,72.34722222,18.53986675,4.722936203,10.69073129,2.729675488,3.147655095,0
105.8275862,14.20151109,3.01646982,83.11538462,20.44095987,4.631694666,10.43376306,4.17372721,3.228754058,0
85.11842105,8.814561973,2.536872632,50.08849558,27.9375275,4.796279181,8.97517675,4.199336697,3.808486291,0
93.81896552,7.55622504,2.307378894,50.25609756,23.01315158,4.797717529,13.46284497,5.222137556,3.698103715,0
69.79245283,13.09379587,3.125438602,70.6875,18.75906031,4.553072517,9.450714914,3.378962979,3.401469933,1
94.74,9.232139514,2.63232304,47.79104478,17.62591148,4.558237976,12.0019588,5.001700829,3.362678143,0
77.5049505,5.059299373,1.985772659,39.56,12.80962138,4.061823308,14.49287808,4.958129895,3.816889521,0
92.51415094,8.006765284,2.580816262,37.02547771,25.2177647,4.623126264,12.08174894,6.10625663,4.439317876,0
77.54945055,5.761302768,2.090990281,47.15942029,15.82387042,4.433880126,15.75757228,5.0850623,3.808994208,0
105.3414634,14.65474161,3.251882262,89.12,25.73529872,4.620783566,8.824645636,3.087330306,3.059991806,0
75.11111111,15.60142048,3.029999134,84.35555556,27.58031146,4.669594694,11.60874308,4.801841037,3.795063671,0
76.640625,10.8604316,2.768615073,64.44680851,16.00107511,4.40386728,14.02910152,5.452627952,3.950072686,0
77.6185567,7.886362101,2.490764535,70.578125,17.53283053,4.483458593,10.48299658,4.222895614,3.699782194,0
71.93258427,14.16261716,3.1844479,74.1509434,16.04403872,4.353442418,9.056435422,3.208148998,3.344824895,0
76.01612903,4.81761531,1.845795455,66.69811321,18.19141919,4.41655521,13.04914154,6.181777089,4.203362192,0
94.96610169,6.205427099,2.281990422,50.93877551,15.96221068,4.443502755,13.41941363,4.730932965,3.36060724,0
102.9047619,14.65038521,3.23775979,95.4,25.48489749,4.598395256,9.868641796,2.799450645,3.271240847,1
89,10.30618219,2.883466421,81,27.83242835,4.903711761,11.42430602,6.333208102,3.30420765,0
90.70114943,5.245939738,2.019592011,72.58208955,36.51217309,4.969818039,10.45381417,5.170883992,3.66075675,0
78.72826087,16.05026294,3.071350669,93.09259259,23.13748643,4.442038373,9.504210223,4.28590993,3.915292487,1
86.08053691,8.176342349,2.52798042,53.63559322,31.35544319,4.786646616,9.169265976,5.064803041,3.862493147,0
85.53374233,8.522998269,2.513517044,49.625,28.71296528,4.958499455,9.229039123,4.647701201,3.665377552,0
107.1927711,13.17121527,2.996147095,89.11764706,31.47962121,4.570430237,9.867847579,3.267751255,3.317837065,1
72.73484848,16.18447622,3.40795044,66.40909091,20.46355021,4.693818694,8.898745946,3.80233026,3.65629036,0
108.9493671,13.52157089,3.193615368,88.62222222,21.77897956,4.475041638,9.827918229,3.313633619,3.398426769,1
104.5,9.552486587,2.775543971,97.95121951,33.17282992,4.787855614,10.71642553,2.992235551,3.196105058,0
92.36641221,4.257379954,1.699568206,41.87394958,23.52204567,4.667614128,9.598998075,4.165380817,3.620614904,0
103.4056604,14.65179383,3.137532392,90.54098361,22.49704809,4.800404758,9.227517477,3.145574179,3.362066397,1
95.19230769,5.091616267,1.926555128,67.28301887,16.62616415,4.376935107,11.59339773,3.704510748,3.460108978,0
104.7529412,13.14525715,3.163633428,86.19672131,25.75599225,4.976714389,9.396330278,2.861042684,3.232063747,1
80.85714286,9.701672484,2.789628238,88.2826087,23.65665918,4.772624739,11.48269816,5.690652369,4.125935013,0
108.6548673,14.95584647,2.980685491,75.50666667,26.53519591,4.949893315,9.160836514,2.891400353,3.275066862,1
89.57971014,0.710292797,0.08852934,43.96551724,11.75022453,3.913983857,12.23220444,5.384452529,3.649198186,0
105.3243243,14.62144677,3.181340473,92.18644068,25.20591441,4.66193782,8.845047871,3.583846448,3.506428699,1
105.9390244,15.36891665,3.439809878,90.125,32.10570108,4.889975,9.074045959,3.419545067,3.34059828,0
102.625,15.29450473,3.240948091,92.26923077,20.42727756,4.561781743,10.31960931,3.22273066,3.35845856,1
103.755102,14.23351981,3.211745773,80.81481481,20.73740052,4.567490919,9.539694138,2.699331744,3.169179248,1
86.208,8.334310769,2.391353802,53.13131313,29.24665101,4.733236187,8.981337283,4.067524228,3.769445068,0
105.8666667,10.10918175,2.641892031,90.70212766,19.3730619,4.281838823,9.940146765,3.094755133,3.249220476,1
91.47540984,3.886110439,1.51447961,74.53846154,19.23484572,4.554771589,10.57870938,3.50119609,3.422486471,0
107.4050633,13.73945532,2.948882503,88.52380952,23.22584572,4.28727296,9.165719814,2.758283072,3.270256727,1
109.973913,13.0813248,2.938954219,84.01612903,24.85213818,4.577772531,9.713302662,3.208854004,3.428292805,0
108.6153846,12.96541827,2.968158243,82.59701493,30.20826204,5.117195695,10.12976492,4.300659498,3.681603321,0
103.3809524,11.38179913,3.039346808,90.28301887,25.54934357,4.628727144,10.19578473,3.034657891,3.26742156,1
107.4111111,14.92343008,3.14993605,80.75471698,21.01563269,4.671456625,9.017872963,2.895894296,3.317969498,1
88.54761905,4.430427159,1.211169514,63.22222222,13.50537159,3.956056945,8.167637907,2.559023858,3.203368258,1
73.52631579,4.429190505,1.832758527,107.5333333,19.76708825,4.322713795,15.49181826,5.025418337,3.902216557,0
106.6,15.28266992,3.108753037,87.53225806,35.2766567,5.079698588,9.643643585,3.407035874,3.22944265,1
70.98666667,9.30733522,2.820685522,109.5490196,19.75270021,4.443170923,14.21058145,4.725390914,3.566156746,0
62.31481481,9.622165911,2.273525403,54.325,15.23546438,3.851135517,12.55947238,4.763773016,3.2253224,0
102.0675676,13.41573409,3.191667681,96.82,32.85525224,4.662613192,10.33517779,3.270142142,3.312964291,0
76.8699187,9.821131481,2.827582619,54.47474747,32.89940082,4.961391202,11.29700744,3.144622193,3.382486437,0
104.1881188,11.42579405,2.981400709,82.17460317,28.16478702,4.858127464,10.88658224,3.390582497,3.406301509,0
51.31666667,4.551525996,1.47300644,62.67391304,13.59676168,3.971434457,17.12809145,5.179276881,3.566283873,0
65.22131148,15.65326776,3.481789732,28.09049774,10.79261312,4.00000028,9.083363029,4.377590171,3.935628925,1
62.28089888,11.91730756,2.81036581,77.72131148,43.16538198,4.939588774,9.072664823,3.290842566,3.2385366,0
72.42465753,13.6842253,3.120627307,60.67346939,12.49389689,4.061277124,17.97346488,5.246825785,4.030500603,0
94.26262626,7.021735172,2.418489104,84.2,16.5634135,4.489036529,7.182294569,2.434091049,3.075815568,0
69.98979592,13.92801823,3.14624027,77.40983607,23.75515616,4.736891594,9.23128297,2.716492291,3.345113145,0
110.3647059,12.91041263,3.110654388,91.15517241,25.87556544,4.785179116,9.180221377,2.569544005,3.03870775,1
53.30588235,6.773692241,2.338201853,59.80882353,28.69733404,4.549360543,13.10969199,4.182705284,3.718263467,0
63.47560976,10.1635715,2.723132664,48.40384615,16.71279981,4.347142138,11.65512662,4.932325164,3.705766758,0
75.24444444,16.31312431,3.499409205,75,18.81370659,4.15622817,12.56619831,4.563197959,3.970300381,0
73.44,9.675040052,2.527573594,61.05882353,18.7278358,4.780382689,12.37255357,4.194916904,3.614614618,1
96.75,8.41996635,2.487054997,34.75,10.8798764,4.027853968,10.63175993,2.928355113,3.323090787,0
89.63076923,2.703668339,1.024981332,70.10714286,12.6161441,4.28533212,14.28461704,6.94553003,3.967612174,0
66.54901961,6.269483281,1.978338186,86,17.77127406,4.020173464,13.16662189,4.430650065,3.515803836,0
88,4.9895413,1.817528246,62.10344828,13.02608743,4.06949334,8.040303756,2.422688846,3.04622865,1
84.59803922,7.821864534,2.422137009,52.55294118,27.33474664,4.61454829,11.63951299,4.009012549,3.472321691,0
82.49350649,11.0695832,2.776617144,74.26315789,19.24042374,4.513294084,18.39302752,5.664358647,3.853118422,0
87.77894737,3.494895367,1.571216515,61,15.68157405,4.272464639,12.32566671,5.238707278,3.250738765,0
107.7432432,12.56556944,2.699510813,66.40740741,18.2244428,4.583319678,11.17056475,3.657626253,3.470885625,0
70.24561404,7.796266992,2.341353818,86.15384615,16.77993072,4.200659854,9.386792229,2.891743485,2.942292111,1
86.63636364,6.707059841,2.195484775,50.94827586,17.85904814,4.358816083,13.11782887,3.98045435,3.753328759,0
75.08333333,6.537817339,2.24929847,53.85106383,14.23806514,4.207162759,14.28823982,5.931125158,3.465579612,0
87.44736842,6.800531591,2.133351609,66.4375,11.89127175,4.311638868,8.113157676,2.449549742,3.001282153,1
77.25925926,14.69528166,3.334329426,65.94202899,30.75847194,5.146594211,11.01577144,3.406739842,3.392596705,0
56.07142857,10.82914623,2.739718114,79.05263158,19.23029504,4.646796549,9.294201347,4.187227511,3.579838359,0
89.13888889,5.401402996,1.821504787,60.72916667,13.32875898,4.037806065,7.544645314,2.613535467,2.967646711,0
72.15942029,7.966639115,2.47044013,83.625,17.65718102,4.400188021,9.768743785,2.985887792,3.415040488,1
79.36448598,8.491218689,2.6762649,61.98484848,11.39310321,4.091486875,10.4834607,3.956422605,3.386703048,0
103.3482143,13.08878324,3.305142967,51.38961039,24.05899451,4.650473834,9.597327951,3.26411653,3.596445075,0
67.72115385,12.96478717,2.611659747,57.13114754,13.63274194,4.247148923,11.36815776,5.766559212,3.789345966,0
72.09230769,3.979652389,1.337850553,64.48148148,12.96111098,4.266293465,17.05892819,5.659920329,3.67595109,0
64,10.23903501,2.589606456,83.75510204,19.43122945,4.59676347,10.15113307,2.775497413,3.217586381,0
60.13274336,9.133720878,2.597354381,46.73170732,13.97737613,4.352519511,11.42224227,4.926412456,3.634490016,0
64.48717949,9.695020649,2.661832109,57.01960784,16.27278517,4.323565718,12.01915478,4.786035401,3.202540149,0
86.68493151,6.88034069,2.060864353,60.11111111,17.53268553,4.335466382,11.71241997,5.197999655,3.803214647,0
76.9382716,8.094115648,2.6100014,47.90909091,19.97932816,4.531706328,10.76239258,3.811428461,3.402766262,0
87.47142857,5.247370576,1.629424431,50.51020408,11.50531811,4.025862073,11.03661334,4.913726791,3.49166636,0
81.11111111,7.40224357,2.425863679,45.84615385,10.6326504,3.9358571,10.63156184,3.948625123,3.360341858,0
54.98684211,7.86312751,2.496710151,79.57377049,20.3255948,4.648204553,14.48818569,5.294484377,3.755190372,1
87.68965517,5.512390109,1.877217738,58.54545455,12.60421024,4.228085164,12.17800437,3.746015679,3.278953503,0
68.16438356,13.98630808,3.160639202,71.79166667,13.34003738,3.979360293,13.46597295,5.558763626,3.652574005,0
88.09090909,7.889343163,2.292751072,103.7384615,20.71140668,4.513385726,7.630627891,4.352025865,2.983422402,0
91.33333333,5.422859708,1.817930214,53.421875,12.94677166,4.292837797,9.637867765,3.855178176,3.317223088,0
56.05882353,9.897537354,2.701314466,71.01694915,20.85908454,4.660245185,12.67355825,5.523752758,3.828899348,1
64.38709677,3.399975516,1.581997778,73.46153846,12.47838368,3.99428607,10.23812096,3.743534748,3.463614999,0
79.52325581,14.59589521,3.10979125,61.03174603,23.91981861,4.743535703,11.71065639,4.005233584,3.633897046,1
89.3125,2.403610565,0.724009558,67.18181818,15.85168865,4.433252665,14.81027939,6.348344274,3.793476884,1
70.85245902,3.962264899,1.505589441,66.71428571,14.47006058,4.317067504,12.18804448,2.920769095,2.847283239,0
87.73076923,7.693942134,2.380927133,63.55737705,11.30287152,4.10156557,11.12699056,4.227169117,3.749488569,1
90.54929577,5.628871081,2.139341329,70.06122449,13.88937072,4.268194787,11.3633637,5.385070625,4.029687153,0
87.91358025,4.37500626,1.639167747,61.58333333,20.85768577,4.732953669,12.90445894,6.578339495,3.937075152,0
87.46575342,4.596252767,1.62118026,41.25396825,11.85356186,3.841439943,14.21438101,4.53035604,3.062823899,0
75.2,3.063041335,1.346457365,58.68421053,21.16987092,4.847549395,14.07369062,4.665888672,3.40130884,0
108.1134021,13.79965358,2.964846268,74.14035088,24.11190184,4.528289751,10.26323294,2.706822991,3.215959521,0
48.55263158,4.344975128,1.748018738,89.06060606,19.14053195,4.095634828,8.634289493,2.188782871,2.811872643,0
85.4893617,5.775488707,2.130452757,80.30769231,27.79333424,4.303223957,11.22727243,3.822992226,3.74990307,0
70.86734694,17.30673914,3.169783566,72.90384615,11.48621183,4.152469964,10.5237818,4.134587836,3.558183758,1
63.51798561,17.05317647,3.35332338,49.4,23.87364889,4.848639768,9.848318825,2.64662267,3.27980712,1
72.28735632,6.643479295,2.138573838,50.70769231,11.39328152,4.218048601,14.23058656,4.606484266,3.465705085,1
98,12.28820573,2.963260172,42.32692308,14.17706864,4.20352808,9.653073671,3.616436579,3.664429428,0
100.4444444,10.51715503,2.96218861,50.54054054,22.37529356,4.733734827,9.530836621,4.639630969,3.885030576,0
86.19672131,5.491632001,2.069534712,54.13636364,8.930516907,3.607192263,15.51489728,7.285075936,3.949303875,1
92.85714286,5.376027321,1.802332505,40.98305085,12.55157702,4.306774795,11.49881456,4.305755515,3.201205245,0
79.41904762,6.321212892,2.153744808,41.86486486,16.50415535,4.501825916,13.77575978,4.743379716,3.893768679,0
73.24193548,7.793060362,2.36138729,47.29292929,22.21577041,4.669490932,9.591594532,3.462316783,3.462223257,1
90.95774648,1.931478451,0.430433825,78.875,14.64467541,4.230375487,10.22008044,3.506877771,3.230369944,1
53.63636364,6.987761269,2.315382184,54.64615385,11.52312827,4.002663986,11.65344919,3.486266168,3.593968914,1
86.56410256,6.564453116,2.10817025,53.17741935,17.924145,4.322057518,10.70318772,5.145665079,3.84482299,0
87.32894737,6.163107892,2.057646214,66.54166667,12.88241426,4.177480606,9.325223324,4.525977653,3.617757168,0
93.53246753,5.193863551,1.975033976,77.30909091,23.3642094,4.502983628,11.43686901,5.886467667,4.124089898,0
85.51724138,6.374089196,2.086146552,53,8.717797887,3.569504683,15.02778341,6.128737634,3.824516378,1
101.5595238,12.34653527,3.010759987,60.2745098,11.99032033,4.038676992,9.638545669,4.013298311,3.815415316,1
85.62921348,5.405743975,1.806498056,52.95238095,12.3461048,4.192280847,12.72320109,5.869766408,3.890902429,0
77.22619048,10.75744614,2.92110013,64.6440678,15.09603463,4.308467431,13.24261467,6.579866452,4.173640042,1
91.70422535,4.706586234,1.475257817,61.25,17.47622011,4.419780243,9.30113486,3.730399565,3.343729706,1
90.86666667,3.159465496,0.878480522,51.67307692,13.40597048,4.111283243,9.938468556,4.289764274,3.531736738,0
89.56944444,4.399578228,1.782110946,59.13207547,22.18535786,4.595984927,10.52589127,4.457379335,3.746130235,0
90.11235955,6.028841173,1.985559585,55.80357143,15.55568298,4.39973162,8.730522734,4.955696201,3.303354657,0
97.02857143,9.242198401,2.674438198,64.37974684,25.46494428,4.826471777,11.35285011,5.543173649,4.130853459,1
90.92207792,4.398247094,1.773426852,70.95833333,13.52152348,4.219147273,11.76089925,6.313122594,3.79235802,1
96.17910448,8.577870475,2.395688455,76.82,18.88246806,4.268590756,12.32459807,6.584452037,4.102177081,0
89.6875,1.959551926,0.493392729,60.85714286,7.586238884,2.638097969,11.46488674,4.440477426,3.075110544,0
89.59223301,9.303342017,2.588065265,66.66666667,31.93924789,5.107443735,10.12715011,4.516745539,3.750860177,0
91.28767123,6.129827037,1.925622199,61.54545455,14.80763707,4.433252665,9.00673825,3.826759369,3.494767863,0
